frame,vector
87,"[[0.255217969417572, 0.5739995837211609, -0.06435582786798477], [0.27596181631088257, 0.448684424161911, -0.05172456428408623], [0.2505393624305725, 0.4166371822357178, -0.05410708859562874], [0.22388875484466553, 0.4309322237968445, -0.06236307695508003], [0.19272491335868835, 0.47287875413894653, -0.06194223091006279]]"
88,"[[0.255217969417572, 0.5739995837211609, -0.06435582786798477], [0.27596181631088257, 0.448684424161911, -0.05172456428408623], [0.2505393624305725, 0.4166371822357178, -0.05410708859562874], [0.22388875484466553, 0.4309322237968445, -0.06236307695508003], [0.19272491335868835, 0.47287875413894653, -0.06194223091006279]]"
89,"[[0.255217969417572, 0.5739995837211609, -0.06435582786798477], [0.27596181631088257, 0.448684424161911, -0.05172456428408623], [0.2505393624305725, 0.4166371822357178, -0.05410708859562874], [0.22388875484466553, 0.4309322237968445, -0.06236307695508003], [0.19272491335868835, 0.47287875413894653, -0.06194223091006279]]"
90,"[[0.255217969417572, 0.5739995837211609, -0.06435582786798477], [0.27596181631088257, 0.448684424161911, -0.05172456428408623], [0.2505393624305725, 0.4166371822357178, -0.05410708859562874], [0.22388875484466553, 0.4309322237968445, -0.06236307695508003], [0.19272491335868835, 0.47287875413894653, -0.06194223091006279]]"
91,"[[0.26130038499832153, 0.581608235836029, -0.06574337184429169], [0.2781983017921448, 0.4569733440876007, -0.0506800040602684], [0.25309011340141296, 0.42378076910972595, -0.05272620916366577], [0.2265816181898117, 0.4376918077468872, -0.06102566793560982], [0.19410251080989838, 0.480839341878891, -0.06019425764679909]]"
92,"[[0.26130038499832153, 0.581608235836029, -0.06574337184429169], [0.2781983017921448, 0.4569733440876007, -0.0506800040602684], [0.25309011340141296, 0.42378076910972595, -0.05272620916366577], [0.2265816181898117, 0.4376918077468872, -0.06102566793560982], [0.19410251080989838, 0.480839341878891, -0.06019425764679909]]"
93,"[[0.26130038499832153, 0.581608235836029, -0.06574337184429169], [0.2781983017921448, 0.4569733440876007, -0.0506800040602684], [0.25309011340141296, 0.42378076910972595, -0.05272620916366577], [0.2265816181898117, 0.4376918077468872, -0.06102566793560982], [0.19410251080989838, 0.480839341878891, -0.06019425764679909]]"
94,"[[0.26130038499832153, 0.581608235836029, -0.06574337184429169], [0.2781983017921448, 0.4569733440876007, -0.0506800040602684], [0.25309011340141296, 0.42378076910972595, -0.05272620916366577], [0.2265816181898117, 0.4376918077468872, -0.06102566793560982], [0.19410251080989838, 0.480839341878891, -0.06019425764679909]]"
95,"[[0.26130038499832153, 0.581608235836029, -0.06574337184429169], [0.2781983017921448, 0.4569733440876007, -0.0506800040602684], [0.25309011340141296, 0.42378076910972595, -0.05272620916366577], [0.2265816181898117, 0.4376918077468872, -0.06102566793560982], [0.19410251080989838, 0.480839341878891, -0.06019425764679909]]"
96,"[[0.26130038499832153, 0.581608235836029, -0.06574337184429169], [0.2781983017921448, 0.4569733440876007, -0.0506800040602684], [0.25309011340141296, 0.42378076910972595, -0.05272620916366577], [0.2265816181898117, 0.4376918077468872, -0.06102566793560982], [0.19410251080989838, 0.480839341878891, -0.06019425764679909]]"
97,"[[0.26130038499832153, 0.581608235836029, -0.06574337184429169], [0.2781983017921448, 0.4569733440876007, -0.0506800040602684], [0.25309011340141296, 0.42378076910972595, -0.05272620916366577], [0.2265816181898117, 0.4376918077468872, -0.06102566793560982], [0.19410251080989838, 0.480839341878891, -0.06019425764679909]]"
98,"[[0.27270516753196716, 0.5966993570327759, -0.07489185780286789], [0.2871071696281433, 0.4655342102050781, -0.05765260383486748], [0.2583547830581665, 0.4365350604057312, -0.06000084429979324], [0.2325320541858673, 0.4488498568534851, -0.06855041533708572], [0.20136958360671997, 0.4928228259086609, -0.06677140295505524]]"
99,"[[0.27270516753196716, 0.5966993570327759, -0.07489185780286789], [0.2871071696281433, 0.4655342102050781, -0.05765260383486748], [0.2583547830581665, 0.4365350604057312, -0.06000084429979324], [0.2325320541858673, 0.4488498568534851, -0.06855041533708572], [0.20136958360671997, 0.4928228259086609, -0.06677140295505524]]"
100,"[[0.27270516753196716, 0.5966993570327759, -0.07489185780286789], [0.2871071696281433, 0.4655342102050781, -0.05765260383486748], [0.2583547830581665, 0.4365350604057312, -0.06000084429979324], [0.2325320541858673, 0.4488498568534851, -0.06855041533708572], [0.20136958360671997, 0.4928228259086609, -0.06677140295505524]]"
101,"[[0.27270516753196716, 0.5966993570327759, -0.07489185780286789], [0.2871071696281433, 0.4655342102050781, -0.05765260383486748], [0.2583547830581665, 0.4365350604057312, -0.06000084429979324], [0.2325320541858673, 0.4488498568534851, -0.06855041533708572], [0.20136958360671997, 0.4928228259086609, -0.06677140295505524]]"
102,"[[0.27270516753196716, 0.5966993570327759, -0.07489185780286789], [0.2871071696281433, 0.4655342102050781, -0.05765260383486748], [0.2583547830581665, 0.4365350604057312, -0.06000084429979324], [0.2325320541858673, 0.4488498568534851, -0.06855041533708572], [0.20136958360671997, 0.4928228259086609, -0.06677140295505524]]"
103,"[[0.27270516753196716, 0.5966993570327759, -0.07489185780286789], [0.2871071696281433, 0.4655342102050781, -0.05765260383486748], [0.2583547830581665, 0.4365350604057312, -0.06000084429979324], [0.2325320541858673, 0.4488498568534851, -0.06855041533708572], [0.20136958360671997, 0.4928228259086609, -0.06677140295505524]]"
104,"[[0.27270516753196716, 0.5966993570327759, -0.07489185780286789], [0.2871071696281433, 0.4655342102050781, -0.05765260383486748], [0.2583547830581665, 0.4365350604057312, -0.06000084429979324], [0.2325320541858673, 0.4488498568534851, -0.06855041533708572], [0.20136958360671997, 0.4928228259086609, -0.06677140295505524]]"
105,"[[0.31143537163734436, 0.6206849813461304, -0.05307363346219063], [0.3140415847301483, 0.49633267521858215, -0.031066522002220154], [0.2873569130897522, 0.48115456104278564, -0.035496849566698074], [0.2589401304721832, 0.4903796315193176, -0.04840061441063881], [0.2281312495470047, 0.5308618545532227, -0.04953944310545921]]"
106,"[[0.31143537163734436, 0.6206849813461304, -0.05307363346219063], [0.3140415847301483, 0.49633267521858215, -0.031066522002220154], [0.2873569130897522, 0.48115456104278564, -0.035496849566698074], [0.2589401304721832, 0.4903796315193176, -0.04840061441063881], [0.2281312495470047, 0.5308618545532227, -0.04953944310545921]]"
107,"[[0.31143537163734436, 0.6206849813461304, -0.05307363346219063], [0.3140415847301483, 0.49633267521858215, -0.031066522002220154], [0.2873569130897522, 0.48115456104278564, -0.035496849566698074], [0.2589401304721832, 0.4903796315193176, -0.04840061441063881], [0.2281312495470047, 0.5308618545532227, -0.04953944310545921]]"
108,"[[0.31143537163734436, 0.6206849813461304, -0.05307363346219063], [0.3140415847301483, 0.49633267521858215, -0.031066522002220154], [0.2873569130897522, 0.48115456104278564, -0.035496849566698074], [0.2589401304721832, 0.4903796315193176, -0.04840061441063881], [0.2281312495470047, 0.5308618545532227, -0.04953944310545921]]"
109,"[[0.31143537163734436, 0.6206849813461304, -0.05307363346219063], [0.3140415847301483, 0.49633267521858215, -0.031066522002220154], [0.2873569130897522, 0.48115456104278564, -0.035496849566698074], [0.2589401304721832, 0.4903796315193176, -0.04840061441063881], [0.2281312495470047, 0.5308618545532227, -0.04953944310545921]]"
110,"[[0.31143537163734436, 0.6206849813461304, -0.05307363346219063], [0.3140415847301483, 0.49633267521858215, -0.031066522002220154], [0.2873569130897522, 0.48115456104278564, -0.035496849566698074], [0.2589401304721832, 0.4903796315193176, -0.04840061441063881], [0.2281312495470047, 0.5308618545532227, -0.04953944310545921]]"
111,"[[0.31143537163734436, 0.6206849813461304, -0.05307363346219063], [0.3140415847301483, 0.49633267521858215, -0.031066522002220154], [0.2873569130897522, 0.48115456104278564, -0.035496849566698074], [0.2589401304721832, 0.4903796315193176, -0.04840061441063881], [0.2281312495470047, 0.5308618545532227, -0.04953944310545921]]"
112,"[[0.383065402507782, 0.5844478607177734, -0.059943657368421555], [0.34284308552742004, 0.4914540648460388, -0.043634478002786636], [0.31620144844055176, 0.6546019911766052, -0.056456707417964935], [0.29400983452796936, 0.6745082139968872, -0.061404258012771606], [0.27528202533721924, 0.6862261295318604, -0.06730861216783524]]"
113,"[[0.383065402507782, 0.5844478607177734, -0.059943657368421555], [0.34284308552742004, 0.4914540648460388, -0.043634478002786636], [0.31620144844055176, 0.6546019911766052, -0.056456707417964935], [0.29400983452796936, 0.6745082139968872, -0.061404258012771606], [0.27528202533721924, 0.6862261295318604, -0.06730861216783524]]"
114,"[[0.383065402507782, 0.5844478607177734, -0.059943657368421555], [0.34284308552742004, 0.4914540648460388, -0.043634478002786636], [0.31620144844055176, 0.6546019911766052, -0.056456707417964935], [0.29400983452796936, 0.6745082139968872, -0.061404258012771606], [0.27528202533721924, 0.6862261295318604, -0.06730861216783524]]"
115,"[[0.383065402507782, 0.5844478607177734, -0.059943657368421555], [0.34284308552742004, 0.4914540648460388, -0.043634478002786636], [0.31620144844055176, 0.6546019911766052, -0.056456707417964935], [0.29400983452796936, 0.6745082139968872, -0.061404258012771606], [0.27528202533721924, 0.6862261295318604, -0.06730861216783524]]"
116,"[[0.383065402507782, 0.5844478607177734, -0.059943657368421555], [0.34284308552742004, 0.4914540648460388, -0.043634478002786636], [0.31620144844055176, 0.6546019911766052, -0.056456707417964935], [0.29400983452796936, 0.6745082139968872, -0.061404258012771606], [0.27528202533721924, 0.6862261295318604, -0.06730861216783524]]"
117,"[[0.383065402507782, 0.5844478607177734, -0.059943657368421555], [0.34284308552742004, 0.4914540648460388, -0.043634478002786636], [0.31620144844055176, 0.6546019911766052, -0.056456707417964935], [0.29400983452796936, 0.6745082139968872, -0.061404258012771606], [0.27528202533721924, 0.6862261295318604, -0.06730861216783524]]"
118,"[[0.383065402507782, 0.5844478607177734, -0.059943657368421555], [0.34284308552742004, 0.4914540648460388, -0.043634478002786636], [0.31620144844055176, 0.6546019911766052, -0.056456707417964935], [0.29400983452796936, 0.6745082139968872, -0.061404258012771606], [0.27528202533721924, 0.6862261295318604, -0.06730861216783524]]"
119,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
120,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
121,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
122,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
123,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
124,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
125,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
126,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
127,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
128,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
129,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
130,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
131,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
132,"[[0.5002718567848206, 0.6143701672554016, -0.0805046483874321], [0.4255434274673462, 0.4278967082500458, -0.08421879261732101], [0.37628668546676636, 0.6656802296638489, -0.08200440555810928], [0.3527432680130005, 0.6763371825218201, -0.07791917771100998], [0.3335953652858734, 0.6662091612815857, -0.07839582115411758]]"
133,"[[0.5398747324943542, 0.642170250415802, -0.0795435830950737], [0.46527525782585144, 0.4453192949295044, -0.07925828546285629], [0.4163503646850586, 0.6929442286491394, -0.0751819759607315], [0.3904642164707184, 0.6997938752174377, -0.07436563819646835], [0.37178173661231995, 0.69370436668396, -0.07774236053228378]]"
134,"[[0.5398747324943542, 0.642170250415802, -0.0795435830950737], [0.46527525782585144, 0.4453192949295044, -0.07925828546285629], [0.4163503646850586, 0.6929442286491394, -0.0751819759607315], [0.3904642164707184, 0.6997938752174377, -0.07436563819646835], [0.37178173661231995, 0.69370436668396, -0.07774236053228378]]"
135,"[[0.5398747324943542, 0.642170250415802, -0.0795435830950737], [0.46527525782585144, 0.4453192949295044, -0.07925828546285629], [0.4163503646850586, 0.6929442286491394, -0.0751819759607315], [0.3904642164707184, 0.6997938752174377, -0.07436563819646835], [0.37178173661231995, 0.69370436668396, -0.07774236053228378]]"
136,"[[0.5398747324943542, 0.642170250415802, -0.0795435830950737], [0.46527525782585144, 0.4453192949295044, -0.07925828546285629], [0.4163503646850586, 0.6929442286491394, -0.0751819759607315], [0.3904642164707184, 0.6997938752174377, -0.07436563819646835], [0.37178173661231995, 0.69370436668396, -0.07774236053228378]]"
137,"[[0.5398747324943542, 0.642170250415802, -0.0795435830950737], [0.46527525782585144, 0.4453192949295044, -0.07925828546285629], [0.4163503646850586, 0.6929442286491394, -0.0751819759607315], [0.3904642164707184, 0.6997938752174377, -0.07436563819646835], [0.37178173661231995, 0.69370436668396, -0.07774236053228378]]"
138,"[[0.5398747324943542, 0.642170250415802, -0.0795435830950737], [0.46527525782585144, 0.4453192949295044, -0.07925828546285629], [0.4163503646850586, 0.6929442286491394, -0.0751819759607315], [0.3904642164707184, 0.6997938752174377, -0.07436563819646835], [0.37178173661231995, 0.69370436668396, -0.07774236053228378]]"
139,"[[0.5398747324943542, 0.642170250415802, -0.0795435830950737], [0.46527525782585144, 0.4453192949295044, -0.07925828546285629], [0.4163503646850586, 0.6929442286491394, -0.0751819759607315], [0.3904642164707184, 0.6997938752174377, -0.07436563819646835], [0.37178173661231995, 0.69370436668396, -0.07774236053228378]]"
140,"[[0.547379732131958, 0.6511729955673218, -0.07711400836706161], [0.4729331433773041, 0.4533144235610962, -0.07509921491146088], [0.4213683605194092, 0.6998645067214966, -0.07507292181253433], [0.397482305765152, 0.705471932888031, -0.07328609377145767], [0.3801126778125763, 0.7011597752571106, -0.07458899915218353]]"
141,"[[0.547379732131958, 0.6511729955673218, -0.07711400836706161], [0.4729331433773041, 0.4533144235610962, -0.07509921491146088], [0.4213683605194092, 0.6998645067214966, -0.07507292181253433], [0.397482305765152, 0.705471932888031, -0.07328609377145767], [0.3801126778125763, 0.7011597752571106, -0.07458899915218353]]"
142,"[[0.547379732131958, 0.6511729955673218, -0.07711400836706161], [0.4729331433773041, 0.4533144235610962, -0.07509921491146088], [0.4213683605194092, 0.6998645067214966, -0.07507292181253433], [0.397482305765152, 0.705471932888031, -0.07328609377145767], [0.3801126778125763, 0.7011597752571106, -0.07458899915218353]]"
143,"[[0.547379732131958, 0.6511729955673218, -0.07711400836706161], [0.4729331433773041, 0.4533144235610962, -0.07509921491146088], [0.4213683605194092, 0.6998645067214966, -0.07507292181253433], [0.397482305765152, 0.705471932888031, -0.07328609377145767], [0.3801126778125763, 0.7011597752571106, -0.07458899915218353]]"
144,"[[0.547379732131958, 0.6511729955673218, -0.07711400836706161], [0.4729331433773041, 0.4533144235610962, -0.07509921491146088], [0.4213683605194092, 0.6998645067214966, -0.07507292181253433], [0.397482305765152, 0.705471932888031, -0.07328609377145767], [0.3801126778125763, 0.7011597752571106, -0.07458899915218353]]"
145,"[[0.547379732131958, 0.6511729955673218, -0.07711400836706161], [0.4729331433773041, 0.4533144235610962, -0.07509921491146088], [0.4213683605194092, 0.6998645067214966, -0.07507292181253433], [0.397482305765152, 0.705471932888031, -0.07328609377145767], [0.3801126778125763, 0.7011597752571106, -0.07458899915218353]]"
146,"[[0.547379732131958, 0.6511729955673218, -0.07711400836706161], [0.4729331433773041, 0.4533144235610962, -0.07509921491146088], [0.4213683605194092, 0.6998645067214966, -0.07507292181253433], [0.397482305765152, 0.705471932888031, -0.07328609377145767], [0.3801126778125763, 0.7011597752571106, -0.07458899915218353]]"
147,"[[0.5552387833595276, 0.6535037755966187, -0.07299921661615372], [0.47981351613998413, 0.4630277156829834, -0.07063877582550049], [0.4330083131790161, 0.706108808517456, -0.07112980633974075], [0.4089184105396271, 0.7118449807167053, -0.0701863169670105], [0.39023101329803467, 0.7088859677314758, -0.07271726429462433]]"
148,"[[0.5552387833595276, 0.6535037755966187, -0.07299921661615372], [0.47981351613998413, 0.4630277156829834, -0.07063877582550049], [0.4330083131790161, 0.706108808517456, -0.07112980633974075], [0.4089184105396271, 0.7118449807167053, -0.0701863169670105], [0.39023101329803467, 0.7088859677314758, -0.07271726429462433]]"
149,"[[0.5552387833595276, 0.6535037755966187, -0.07299921661615372], [0.47981351613998413, 0.4630277156829834, -0.07063877582550049], [0.4330083131790161, 0.706108808517456, -0.07112980633974075], [0.4089184105396271, 0.7118449807167053, -0.0701863169670105], [0.39023101329803467, 0.7088859677314758, -0.07271726429462433]]"
150,"[[0.5552387833595276, 0.6535037755966187, -0.07299921661615372], [0.47981351613998413, 0.4630277156829834, -0.07063877582550049], [0.4330083131790161, 0.706108808517456, -0.07112980633974075], [0.4089184105396271, 0.7118449807167053, -0.0701863169670105], [0.39023101329803467, 0.7088859677314758, -0.07271726429462433]]"
151,"[[0.5552387833595276, 0.6535037755966187, -0.07299921661615372], [0.47981351613998413, 0.4630277156829834, -0.07063877582550049], [0.4330083131790161, 0.706108808517456, -0.07112980633974075], [0.4089184105396271, 0.7118449807167053, -0.0701863169670105], [0.39023101329803467, 0.7088859677314758, -0.07271726429462433]]"
152,"[[0.5552387833595276, 0.6535037755966187, -0.07299921661615372], [0.47981351613998413, 0.4630277156829834, -0.07063877582550049], [0.4330083131790161, 0.706108808517456, -0.07112980633974075], [0.4089184105396271, 0.7118449807167053, -0.0701863169670105], [0.39023101329803467, 0.7088859677314758, -0.07271726429462433]]"
153,"[[0.5552387833595276, 0.6535037755966187, -0.07299921661615372], [0.47981351613998413, 0.4630277156829834, -0.07063877582550049], [0.4330083131790161, 0.706108808517456, -0.07112980633974075], [0.4089184105396271, 0.7118449807167053, -0.0701863169670105], [0.39023101329803467, 0.7088859677314758, -0.07271726429462433]]"
154,"[[0.5762210488319397, 0.6598567962646484, -0.07297457754611969], [0.4934309422969818, 0.474229633808136, -0.07258865982294083], [0.45638421177864075, 0.7174254655838013, -0.0722072571516037], [0.43280965089797974, 0.727509617805481, -0.0712677612900734], [0.41285401582717896, 0.7256903052330017, -0.07576394081115723]]"
155,"[[0.5762210488319397, 0.6598567962646484, -0.07297457754611969], [0.4934309422969818, 0.474229633808136, -0.07258865982294083], [0.45638421177864075, 0.7174254655838013, -0.0722072571516037], [0.43280965089797974, 0.727509617805481, -0.0712677612900734], [0.41285401582717896, 0.7256903052330017, -0.07576394081115723]]"
156,"[[0.5762210488319397, 0.6598567962646484, -0.07297457754611969], [0.4934309422969818, 0.474229633808136, -0.07258865982294083], [0.45638421177864075, 0.7174254655838013, -0.0722072571516037], [0.43280965089797974, 0.727509617805481, -0.0712677612900734], [0.41285401582717896, 0.7256903052330017, -0.07576394081115723]]"
157,"[[0.5762210488319397, 0.6598567962646484, -0.07297457754611969], [0.4934309422969818, 0.474229633808136, -0.07258865982294083], [0.45638421177864075, 0.7174254655838013, -0.0722072571516037], [0.43280965089797974, 0.727509617805481, -0.0712677612900734], [0.41285401582717896, 0.7256903052330017, -0.07576394081115723]]"
158,"[[0.5762210488319397, 0.6598567962646484, -0.07297457754611969], [0.4934309422969818, 0.474229633808136, -0.07258865982294083], [0.45638421177864075, 0.7174254655838013, -0.0722072571516037], [0.43280965089797974, 0.727509617805481, -0.0712677612900734], [0.41285401582717896, 0.7256903052330017, -0.07576394081115723]]"
159,"[[0.5762210488319397, 0.6598567962646484, -0.07297457754611969], [0.4934309422969818, 0.474229633808136, -0.07258865982294083], [0.45638421177864075, 0.7174254655838013, -0.0722072571516037], [0.43280965089797974, 0.727509617805481, -0.0712677612900734], [0.41285401582717896, 0.7256903052330017, -0.07576394081115723]]"
160,"[[0.5762210488319397, 0.6598567962646484, -0.07297457754611969], [0.4934309422969818, 0.474229633808136, -0.07258865982294083], [0.45638421177864075, 0.7174254655838013, -0.0722072571516037], [0.43280965089797974, 0.727509617805481, -0.0712677612900734], [0.41285401582717896, 0.7256903052330017, -0.07576394081115723]]"
161,"[[0.6222318410873413, 0.6901572346687317, -0.0727124959230423], [0.5480877757072449, 0.5120149254798889, -0.07870389521121979], [0.5192261338233948, 0.7542182803153992, -0.0786038264632225], [0.48910388350486755, 0.7643897533416748, -0.07294079661369324], [0.47121724486351013, 0.7610483169555664, -0.07913494855165482]]"
162,"[[0.6222318410873413, 0.6901572346687317, -0.0727124959230423], [0.5480877757072449, 0.5120149254798889, -0.07870389521121979], [0.5192261338233948, 0.7542182803153992, -0.0786038264632225], [0.48910388350486755, 0.7643897533416748, -0.07294079661369324], [0.47121724486351013, 0.7610483169555664, -0.07913494855165482]]"
163,"[[0.6222318410873413, 0.6901572346687317, -0.0727124959230423], [0.5480877757072449, 0.5120149254798889, -0.07870389521121979], [0.5192261338233948, 0.7542182803153992, -0.0786038264632225], [0.48910388350486755, 0.7643897533416748, -0.07294079661369324], [0.47121724486351013, 0.7610483169555664, -0.07913494855165482]]"
164,"[[0.6222318410873413, 0.6901572346687317, -0.0727124959230423], [0.5480877757072449, 0.5120149254798889, -0.07870389521121979], [0.5192261338233948, 0.7542182803153992, -0.0786038264632225], [0.48910388350486755, 0.7643897533416748, -0.07294079661369324], [0.47121724486351013, 0.7610483169555664, -0.07913494855165482]]"
165,"[[0.6222318410873413, 0.6901572346687317, -0.0727124959230423], [0.5480877757072449, 0.5120149254798889, -0.07870389521121979], [0.5192261338233948, 0.7542182803153992, -0.0786038264632225], [0.48910388350486755, 0.7643897533416748, -0.07294079661369324], [0.47121724486351013, 0.7610483169555664, -0.07913494855165482]]"
166,"[[0.6222318410873413, 0.6901572346687317, -0.0727124959230423], [0.5480877757072449, 0.5120149254798889, -0.07870389521121979], [0.5192261338233948, 0.7542182803153992, -0.0786038264632225], [0.48910388350486755, 0.7643897533416748, -0.07294079661369324], [0.47121724486351013, 0.7610483169555664, -0.07913494855165482]]"
167,"[[0.6222318410873413, 0.6901572346687317, -0.0727124959230423], [0.5480877757072449, 0.5120149254798889, -0.07870389521121979], [0.5192261338233948, 0.7542182803153992, -0.0786038264632225], [0.48910388350486755, 0.7643897533416748, -0.07294079661369324], [0.47121724486351013, 0.7610483169555664, -0.07913494855165482]]"
168,"[[0.6646680235862732, 0.7637337446212769, -0.07148271799087524], [0.6239372491836548, 0.598521888256073, -0.0775270089507103], [0.5810986757278442, 0.8084676265716553, -0.07282361388206482], [0.5576584339141846, 0.8159059286117554, -0.07193509489297867], [0.5391416549682617, 0.8242204785346985, -0.08317068964242935]]"
169,"[[0.6646680235862732, 0.7637337446212769, -0.07148271799087524], [0.6239372491836548, 0.598521888256073, -0.0775270089507103], [0.5810986757278442, 0.8084676265716553, -0.07282361388206482], [0.5576584339141846, 0.8159059286117554, -0.07193509489297867], [0.5391416549682617, 0.8242204785346985, -0.08317068964242935]]"
170,"[[0.6646680235862732, 0.7637337446212769, -0.07148271799087524], [0.6239372491836548, 0.598521888256073, -0.0775270089507103], [0.5810986757278442, 0.8084676265716553, -0.07282361388206482], [0.5576584339141846, 0.8159059286117554, -0.07193509489297867], [0.5391416549682617, 0.8242204785346985, -0.08317068964242935]]"
171,"[[0.6646680235862732, 0.7637337446212769, -0.07148271799087524], [0.6239372491836548, 0.598521888256073, -0.0775270089507103], [0.5810986757278442, 0.8084676265716553, -0.07282361388206482], [0.5576584339141846, 0.8159059286117554, -0.07193509489297867], [0.5391416549682617, 0.8242204785346985, -0.08317068964242935]]"
172,"[[0.6646680235862732, 0.7637337446212769, -0.07148271799087524], [0.6239372491836548, 0.598521888256073, -0.0775270089507103], [0.5810986757278442, 0.8084676265716553, -0.07282361388206482], [0.5576584339141846, 0.8159059286117554, -0.07193509489297867], [0.5391416549682617, 0.8242204785346985, -0.08317068964242935]]"
173,"[[0.6646680235862732, 0.7637337446212769, -0.07148271799087524], [0.6239372491836548, 0.598521888256073, -0.0775270089507103], [0.5810986757278442, 0.8084676265716553, -0.07282361388206482], [0.5576584339141846, 0.8159059286117554, -0.07193509489297867], [0.5391416549682617, 0.8242204785346985, -0.08317068964242935]]"
174,"[[0.6646680235862732, 0.7637337446212769, -0.07148271799087524], [0.6239372491836548, 0.598521888256073, -0.0775270089507103], [0.5810986757278442, 0.8084676265716553, -0.07282361388206482], [0.5576584339141846, 0.8159059286117554, -0.07193509489297867], [0.5391416549682617, 0.8242204785346985, -0.08317068964242935]]"
175,"[[0.6938278675079346, 0.8018477559089661, -0.0647343173623085], [0.6446067690849304, 0.6474966406822205, -0.07426465302705765], [0.6009389162063599, 0.8375477194786072, -0.07494962960481644], [0.5779609680175781, 0.8466673493385315, -0.07512946426868439], [0.559917688369751, 0.8539050817489624, -0.08655337244272232]]"
